AIRLINE,ORG_AIR,1,2,3,4,5,6,7,8,9,11,12
AA,ATL,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AA,DEN,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
AA,DFW,8.0,33.0,13.0,4.0,8.0,7.0,1.0,2.0,1.0,3.0,6.0
AA,IAH,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
AA,LAS,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AA,LAX,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0
AA,MSP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
AA,ORD,0.0,7.0,1.0,5.0,2.0,4.0,3.0,3.0,0.0,6.0,4.0
AA,PHX,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
AA,SFO,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AS,ATL,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
AS,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS,DFW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS,IAH,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0
AS,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS,LAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS,MSP,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0
AS,ORD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS,PHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS,SFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B6,DEN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
B6,DFW,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
B6,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B6,LAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B6,ORD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B6,PHX,0.0,0.0,0.0,0.0,,,,,,0.0,0.0
B6,SFO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL,ATL,6.0,10.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
DL,DEN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DL,DFW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL,IAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL,LAS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL,LAX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL,MSP,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL,ORD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL,PHX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL,SFO,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV,ATL,1.0,6.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0
EV,DEN,2.0,2.0,0.0,1.0,0.0,1.0,,,,,
EV,DFW,2.0,4.0,6.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0,4.0
EV,IAH,1.0,4.0,2.0,4.0,12.0,7.0,1.0,3.0,0.0,1.0,1.0
EV,MSP,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
EV,ORD,2.0,10.0,3.0,4.0,4.0,10.0,2.0,2.0,0.0,7.0,9.0
EV,PHX,,,,,,,,0.0,,,
F9,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,DEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F9,DFW,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,IAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,LAS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,LAX,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,MSP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,ORD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
F9,PHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,SFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HA,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
HA,LAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HA,PHX,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
HA,SFO,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
MQ,ATL,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,,
MQ,DFW,8.0,25.0,15.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0
MQ,IAH,,,,,,,,,,,0.0
MQ,LAX,,,0.0,,,0.0,0.0,,,,
MQ,MSP,0.0,0.0,,,0.0,,,,,,
MQ,ORD,16.0,16.0,7.0,4.0,5.0,9.0,3.0,6.0,4.0,6.0,9.0
NK,ATL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NK,DEN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK,DFW,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
NK,IAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NK,LAX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NK,MSP,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NK,ORD,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0
NK,PHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
OO,ATL,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
OO,DEN,3.0,8.0,1.0,3.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0
OO,DFW,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OO,IAH,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0
OO,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OO,LAX,1.0,0.0,1.0,4.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0
OO,MSP,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
OO,ORD,4.0,4.0,6.0,1.0,2.0,6.0,4.0,3.0,0.0,6.0,5.0
OO,PHX,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0
OO,SFO,5.0,7.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,12.0
UA,ATL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UA,DEN,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0
UA,DFW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
UA,IAH,1.0,4.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,3.0
UA,LAS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
UA,LAX,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
UA,MSP,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
UA,ORD,3.0,6.0,0.0,2.0,0.0,5.0,1.0,2.0,2.0,1.0,3.0
UA,PHX,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
UA,SFO,4.0,2.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0
US,ATL,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
US,DEN,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
US,DFW,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
US,IAH,1.0,0.0,0.0,0.0,1.0,0.0,,,,,
US,LAS,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
US,LAX,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
US,MSP,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
US,ORD,0.0,2.0,3.0,0.0,1.0,0.0,,,,,
US,PHX,2.0,3.0,1.0,1.0,0.0,0.0,,,,,
US,SFO,1.0,0.0,2.0,0.0,0.0,0.0,,,,,
VX,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VX,LAX,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VX,ORD,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VX,SFO,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WN,ATL,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
WN,DEN,0.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0
WN,LAS,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
WN,LAX,3.0,2.0,3.0,2.0,1.0,0.0,9.0,4.0,3.0,3.0,2.0
WN,MSP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WN,PHX,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
WN,SFO,4.0,5.0,0.0,2.0,2.0,6.0,0.0,2.0,2.0,2.0,0.0
